ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
8690,"Khadgada Bus Stand to Mithapur Bus Stand",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Mahuli Travels","A/C Seater/Sleeper (2+1)",21:15:00,"09h 00m",06:15:00,3.6,495.00,42
8691,"Booti More to Zero Mile Singh Petrol Pump N...",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Rajdhani bus service","A/C Sleeper (2+1)",23:00:00,"06h 50m",05:50:00,4.2,739.00,14
8692,"Kata Toli More to Agamkuan more",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Divya Rath","A/C Sleeper (2+1)",22:10:00,"07h 20m",05:30:00,3.5,855.00,22
8693,"Kanta Toli Chowk to Zero Mile",https://www.redbus.in/bus-tickets/ranchi-to-patna,"VIJAY RATH","A/C Seater / Sleeper (2+1)",22:00:00,"08h 10m",06:10:00,3.4,648.00,30
8694,"KANTATOLI CHOWK to Zero Mile Singh Petrol Pump N...",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Rajdhani bus service","Non A/C Seater / Sleeper (2+1)",21:40:00,"07h 20m",05:00:00,1.4,570.00,27
8695,"Hotel Ashoka near High court ... to Methapur over bridge",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Arzoo Travels","A/C Seater / Sleeper (2+1)",21:00:00,"08h 00m",05:00:00,1.6,463.00,36
8696,"Kanta Toli Bus Stand to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Puja Rath","A/C Seater / Sleeper (2+1)",20:30:00,"09h 00m",05:30:00,3.2,540.00,19
8697,"Ratu Road to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Maharani Transport","A/C Seater / Sleeper (2+2)",21:30:00,"09h 30m",07:00:00,2.9,630.00,8
8698,"Khadgara Bus Stand to Patliputra ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Chandralok Travels","A/C Seater / Sleeper (2+1)",21:35:00,"08h 55m",06:30:00,2,499.00,46
8699,"Khadgara Bus Stand to Zero Mile(Agam Kuaa)",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Maa Bhawani Travels","A/C Seater / Sleeper (2+1)",17:10:00,"09h 50m",03:00:00,2.2,540.00,12
8700,"Ranchi Bus Stand to Patna Pahari",https://www.redbus.in/bus-tickets/ranchi-to-patna,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)",20:35:00,"07h 25m",04:00:00,2.2,925.00,23
8701,"Khadgara Bus Stand to Zero Mile",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)",18:15:00,"09h 46m",04:01:00,1.8,550.00,18
8702,"Ranchi khadgara bus stand to patliputra Bairiya Bus stand",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Pihu (yvts)","A/C Seater / Sleeper (2+1)",21:55:00,"08h 15m",06:10:00,2.4,650.00,21
8703,"Ranchi khadgara bus stand to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Pihu Enterprises Private Limited","A/C Seater / Sleeper (2+1)",22:10:00,"10h 00m",08:10:00,3,675.00,5
8704,"Ranchi to Patna new bairiya bus stand",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)",19:15:00,"09h 15m",04:30:00,2.5,900.00,3
8705,"Ranchi to Patliputra ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Pappu Travels (yvts)","A/C Seater/Sleeper (2+1)",16:45:00,"09h 55m",02:40:00,2.4,800.00,8
8706,"Khadgara Bus Stand to Patliputra Bus Terminal ISBT",https://www.redbus.in/bus-tickets/ranchi-to-patna,"Tejas Maa Bhawani","A/C Sleeper (2+1)",18:30:00,"09h 20m",03:50:00,1.8,799.00,8
8707,"Hazaribagh Bus Stand-Muz to Gandhi Maidan",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)",23:15:00,"06h 15m",05:30:00,3.7,377.00,32
8708,"HAZARIBAGH OLD BUS STAND to GANDHI MAIDAN (MAA SHANTI OFFICE",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)",23:30:00,"07h 05m",06:35:00,3.7,555.00,32
8709,"Hazaribagh Bus Stand to Patliputra ISBT Pahari",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Rekha Luxury","A/C Seater / Sleeper (2+1)",23:35:00,"06h 25m",06:00:00,4,509.00,18
8710,"Nagwan Toll Plaza to Zero Mile Singh Petrol Pump N...",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Rajdhani bus service","Non A/C Seater / Sleeper (2+1)",23:45:00,"05h 15m",05:00:00,3.8,523.00,48
8711,"Nagwan Toll Plaza to Gandhi Maidan",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Rajdhani bus service","NON A/C Sleeper (2+1)",23:59:00,"05h 51m",05:50:00,3.9,648.00,33
8712,"Bypass to Zero Mile",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)",21:35:00,"06h 26m",04:01:00,2,550.00,17
8713,"Hazaribagh Bus Stand to Partiputra Bus Terminal ,ISBT...",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Sadhvi Rath","A/C Seater / Sleeper (2+1)",23:28:00,"06h 02m",05:30:00,1,540.00,48
8714,"Hazaribagh Bus Stand to Methapur over bridge",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Arzoo Travels","A/C Seater / Sleeper (2+1)",23:30:00,"05h 30m",05:00:00,1.5,463.00,36
8715,"Hazaribagh Bus Stand to Mithapur Bus Stand",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Mahuli Travels","A/C Seater/Sleeper (2+1)",23:55:00,"06h 20m",06:15:00,2.2,540.00,47
8716,"kargil chowk to Patliputra ISBT",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Pappu Travels (yvts)","A/C Seater/Sleeper (2+1)",20:00:00,"06h 40m",02:40:00,3,800.00,8
8717,"Bypass to Patliputra Bus Terminal ISBT",https://www.redbus.in/bus-tickets/hazaribagh-to-patna,"Tejas Maa Bhawani","A/C Sleeper (2+1)",21:41:00,"06h 09m",03:50:00,2,799.00,8
8718,"Gandhi Maidan to Government Bus Stand",https://www.redbus.in/bus-tickets/patna-to-raxaul,"Bihar state road transport corporation (BSRTC) - 150571","Non AC Seater (2+2)",21:20:00,"07h 10m",04:30:00,3.5,293.00,32
8719,"Gandhi Maidan bsrtc bus depo to raxaul",https://www.redbus.in/bus-tickets/patna-to-raxaul,"Jai Hanuman Travels","A/C Seater / Sleeper (2+2)",22:00:00,"07h 00m",05:00:00,3.1,550.00,54
8720,"Gandhi Maidan to Ranchi Govt Bus Stand-Muz",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)",20:41:00,"09h 19m",06:00:00,3.1,525.00,35
8721,"Patliputra ISBT Pahari to Dhurwa bus stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Rekha Luxury","A/C Seater / Sleeper (2+1)",20:00:00,"10h 00m",06:00:00,3.8,509.00,25
8722,"GANDHI MAIDAN (MAA SHANTI OFFICE to Kanta Toli Chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)",20:27:00,"07h 48m",04:15:00,4.2,700.00,31
8723,"Patna Bairiya Bus Stand to Ratu Road",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Mahuli Travels","A/C Seater/Sleeper (2+1)",21:15:00,"08h 45m",06:00:00,3.7,578.00,37
8724,"ADITYA VISION ,ZEROMILE PAHARI to Kata Toli More",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Divya Rath","A/C Sleeper (2+1)",20:15:00,"08h 15m",04:30:00,4,855.00,21
8725,"ISBT Patliputra to Kanta Toli Chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"VIJAY RATH","A/C Seater / Sleeper (2+1)",19:16:00,"09h 29m",04:45:00,4,665.00,33
8726,"Zero Mile Singh Petrol Pump N... to Kanta Toli Chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Rajdhani bus service","A/C Sleeper (2+1)",20:05:00,"07h 55m",04:00:00,3.8,739.00,9
8727,"GANDHI MAIDAN (MAA SHANTI OFFICE to Patel Chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)",21:25:00,"09h 20m",06:45:00,4.8,570.00,27
8728,"Methapur over bridge to Ratu road chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Arzoo Travels","A/C Seater / Sleeper (2+1)",20:30:00,"09h 00m",05:30:00,2.3,463.00,20
8729,"Zero Mile Singh Petrol Pump N... to KANTATOLI CHOWK",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Rajdhani bus service","Non A/C Seater / Sleeper (2+1)",18:30:00,"09h 15m",03:45:00,3.8,570.00,33
8730,"New patliputra bus stand bairiya to Hotel Ashoka near High court ...",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Arzoo Travels","Bharat Benz A/C Seater /Sleeper (2+1)",20:45:00,"08h 45m",05:30:00,3,481.00,29
8731,"Patliputra ISBT to Ratu Road",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Chandralok Travels","A/C Seater / Sleeper (2+1)",21:20:00,"08h 50m",06:10:00,2.6,600.00,48
8732,"Patliputra Bairiya ISBT to Kanta Toli Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Puja Rath","A/C Seater / Sleeper (2+1)",21:00:00,"08h 40m",05:40:00,2.8,540.00,22
8733,"patliputra Bairiya Bus stand to Kantatoli Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Pihu (yvts)","A/C Seater / Sleeper (2+1)",19:30:00,"08h 40m",04:10:00,3,700.00,35
8734,"Patna Pahari to Ranchi Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)",20:15:00,"08h 10m",04:25:00,2.4,925.00,30
8735,"SRI KRISHNA RATH OFFICE ZERO ... to Ring Road",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Sri Krishna Rath","NON A/C Seater / Sleeper (2+2)",22:35:00,"09h 55m",08:30:00,1,450.00,17
8736,"Zero Mile (Agam Kuaa) to Khadgara Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Tejas Maa Bhawani","A/C Sleeper (2+1)",21:30:00,"08h 30m",06:00:00,1.9,800.00,2
8737,"GANDHI MAIDAN (MAA SHANTI OFFICE to Khadgada Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)",21:40:00,"08h 35m",06:15:00,3.8,618.00,13
8738,"Zero Mile to Kanta Toli Chowk",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Yarana Travels","NON AC Seater / Sleeper 2+1",18:01:00,"08h 59m",03:00:00,3.4,550.00,17
8739,"Patliputra Bairiya ISBT to Ranchi khadgara bus stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Pihu Enterprises Private Limited","A/C Seater / Sleeper (2+1)",17:15:00,"09h 45m",03:00:00,3,585.00,15
8740,"Patna Pahari to Ranchi khadgara bus stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Pappu Travels (yvts)","A/C Seater/Sleeper (2+1)",21:30:00,"08h 30m",06:00:00,3,800.00,8
8741,"Patliputra Bairiya ISBT to Ratu Road",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Maharani Transport","A/C Seater / Sleeper (2+2)",16:15:00,"11h 45m",04:00:00,2.9,601.00,6
8742,"Patliputra Bus Terminal ISBT to Khadgara Bus Stand",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Tejas Maa Bhawani","AC Sleeper (2+1)",21:30:00,"08h 30m",06:00:00,2.7,900.00,4
8743,"Patna new bairiya bus stand to Ranchi",https://www.redbus.in/bus-tickets/patna-to-ranchi,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)",21:30:00,"08h 30m",06:00:00,2.5,675.00,23
8744,"Emali Chati Govt Bus Stand to Ranchi Govt Bus Stand-Muz",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)",18:00:00,"12h 00m",06:00:00,3.3,605.00,35
8745,"Muzaffarpur pawapuri motors o... to Dhurva",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Pawapuri Motors","A/C Seater / Sleeper (2+1)",17:30:00,"12h 15m",05:45:00,1.9,800.00,14
8746,"Bariya Bus Stand to Ranchi Bus Stand",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)",18:10:00,"10h 15m",04:25:00,3.5,925.00,23
8747,"Muzaffarpur to Ranchi",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)",19:15:00,"10h 45m",06:00:00,3,630.00,22
8748,"Muzaffarpur to Ranchi",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Jai Mata Di Tour and Travels","AC Seater (2+2)",17:45:00,"11h 00m",04:45:00,3.6,675.00,21
8749,"Muzaffarpur to Ranchi",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)",18:00:00,"10h 30m",04:30:00,3,630.00,16
8750,"Bairiya Bus Stand to Khadgara Bus Stand",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)",19:00:00,"10h 30m",05:30:00,2.9,650.00,16
8751,"Bairiya Bus Stand to Khadgara Bus Stand",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Tejas Maa Bhawani","AC Sleeper (2+1)",18:45:00,"11h 15m",06:00:00,2.9,900.00,4
8752,"Bairiya Bus Stand to Khadgara Bus Stand",https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,"Tejas Maa Bhawani","A/C Sleeper (2+1)",18:55:00,"11h 05m",06:00:00,2.9,800.00,6
8753,"Ranchi Govt Bus Stand-Muz to Emali Chati Govt Bus Stand",https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)",20:55:00,"10h 35m",07:30:00,3,605.00,32
8754,"Ranchi Bus Stand to Bariya Bus Stand",https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)",20:35:00,"09h 40m",06:15:00,3.6,925.00,19
8755,"Ranchi to Muzaffarpur",https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)",19:15:00,"11h 15m",06:30:00,3.3,630.00,3
8756,"Khadgara Bus Stand to Bairiya Bus Stand",https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)",18:15:00,"11h 15m",05:30:00,2,550.00,17
8757,"Khadgara Bus Stand to Bairiya Bus Stand",https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,"Tejas Maa Bhawani","A/C Sleeper (2+1)",18:30:00,"10h 45m",05:15:00,2.4,799.00,8
8758,"Govt. Bus Stand to Alambagh",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Bihar state road transport corporation (BSRTC) - 152154","Volvo AC Seater 2+2",15:30:00,"09h 30m",01:00:00,3.6,680.00,4
8759,"Govt. Bus Stand to Lucknow",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Bihar state road transport corporation (BSRTC) - 117799","Volvo A/C Sleeper (2+1)",17:20:00,"10h 05m",03:25:00,4.4,1050.00,20
8760,"Pipra Kothi Chowk , Mohhamadp... to Alambagh",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Panwar Travels","A/C Sleeper (2+1)",15:40:00,"10h 00m",01:40:00,4,2313.00,21
8761,"Pipra Kothi Chowk , Mohhamadp... to Transport Nagar",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Panwar Travels","A/C Seater / Sleeper (2+1)",21:35:00,"08h 45m",06:20:00,4,830.00,27
8762,"Main Bus Stand to Gomti Nagar",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"MISHRA BANDHU BUS SERVICE","A/C Seater / Sleeper (2+1)",16:55:00,"11h 19m",04:14:00,2.4,850.00,44
8763,"PIPRA KHOTHI BYPASS to Transport Nagar",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Baba Khatushyam Travels Pvt Ltd","A/C Seater / Sleeper (3+1)",17:35:00,"09h 25m",03:00:00,1.7,1199.00,58
8764,"Motihari bus stand to Charbagh",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Travel Point World LLP","A/C Seater / Sleeper (2+2)",18:20:00,"09h 00m",03:20:00,1.5,2374.00,38
8765,"PIPRA KHOTI FLY OVER to Charbagh",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)",15:00:00,"10h 00m",01:00:00,1.2,1799.00,47
8766,"PIPRA KHOTI FLY OVER to Charbagh",https://www.redbus.in/bus-tickets/motihari-to-lucknow,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+2)",22:50:00,"06h 30m",05:20:00,1.2,799.00,72
8767,"Alambagh to Govt. Bus Stand",https://www.redbus.in/bus-tickets/lucknow-to-motihari,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2",23:00:00,"09h 30m",08:30:00,3.3,800.00,31
8768,"Transport Nagar to Main Bus Stand",https://www.redbus.in/bus-tickets/lucknow-to-motihari,"MISHRA BANDHU BUS SERVICE","A/C Seater / Sleeper (2+1)",21:30:00,"10h 00m",07:30:00,2.4,799.00,26
8769,"Charbagh to PIPRA KHOTI FLY OVER",https://www.redbus.in/bus-tickets/lucknow-to-motihari,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)",23:30:00,"09h 30m",09:00:00,1.2,1799.00,46
8770,"Agra Bypass Rd to Govt. Bus Stand",https://www.redbus.in/bus-tickets/agra-to-motihari,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2",18:00:00,"14h 30m",08:30:00,2.6,1170.00,27
8771,"Ghoda Chowk Partapur Circle A... to Pipra Kothi Chowk , Mohhamadp...",https://www.redbus.in/bus-tickets/agra-to-motihari,"Panwar Travels","A/C Sleeper (2+1)",21:45:00,"19h 45m",17:30:00,2.8,2500.00,36
8772,"Agara to Piprakhoti",https://www.redbus.in/bus-tickets/agra-to-motihari,"Shree Balajee Travels And Cargo","NON A/C Seater/ Sleeper (2+1)",21:30:00,"0-6h 00m",15:30:00,1.2,1500.00,40
8773,"Agara to PIPRA KHOTI FLY OVER",https://www.redbus.in/bus-tickets/agra-to-motihari,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)",18:00:00,"15h 00m",09:00:00,1.2,1799.00,46
8774,"Emali Chati Govt Bus Stand to Hazaribagh Bus Stand-Muz",https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)",18:00:00,"10h 00m",04:00:00,3.8,484.00,35
8775,"Muzaffarpur pawapuri motors o... to Hazaribagh Bus Stand",https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,"Pawapuri Motors","A/C Seater / Sleeper (2+1)",17:30:00,"09h 30m",03:00:00,2.2,750.00,14
8776,"Bairiya Bus Stand to Bypass",https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)",19:00:00,"07h 30m",02:30:00,2,850.00,16
8777,"Bairiya Bus Stand to Bypass",https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,"Tejas Maa Bhawani","AC Sleeper (2+1)",18:45:00,"08h 40m",03:25:00,2,900.00,4
8778,"Bairiya Bus Stand to Bypass",https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,"Tejas Maa Bhawani","A/C Sleeper (2+1)",18:55:00,"09h 05m",04:00:00,2,800.00,8
8779,"Bus Stand-Purn to Gandhi Maidan",https://www.redbus.in/bus-tickets/purnea-to-patna,"Bihar state road transport corporation (BSRTC) - 156563","AC Seater (2+2)",19:00:00,"09h 00m",04:00:00,4.5,468.00,36
8780,"Purnea (Purnea to Bairiya (Patna (Bihar",https://www.redbus.in/bus-tickets/purnea-to-patna,"Aitiana Airwings","Benz A/C Sleeper (2+1)",21:00:00,"08h 00m",05:00:00,4.1,650.00,7
8781,"Purnea Bus Stand to ADITYA VISION ,ZEROMILE PAHA...",https://www.redbus.in/bus-tickets/purnea-to-patna,"Divya Rath","A/C Sleeper (2+1)",20:30:00,"09h 00m",05:30:00,4.4,618.00,7
8782,"PURNEA MAIN BUS STAND to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/purnea-to-patna,"AITIANA CRUISELINERS","Bharat Benz A/C Seater /Sleeper (2+1)",20:15:00,"09h 00m",05:15:00,4,500.00,14
8783,"Bus Stand to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/purnea-to-patna,"MAA KAMAKHYA DREAMLINER","A/C Seater / Sleeper (2+1)",20:10:00,"08h 50m",05:00:00,4.4,495.00,13
8784,"Purnea Zero Mile (Purnea to Patliputra ISBT (Patna (Bihar",https://www.redbus.in/bus-tickets/purnea-to-patna,"Raj Bus Services","A/C Seater / Sleeper (2+1)",13:35:00,"07h 00m",20:35:00,2.7,450.00,18
8785,"Purnea Zero Mile to SRI KRISHNA RATH OFFICE ZERO ...",https://www.redbus.in/bus-tickets/purnea-to-patna,"Sri Krishna Rath","A/C Seater / Sleeper (2+2)",21:00:00,"07h 15m",04:15:00,1.7,449.00,23
8786,"Purnea Zero Mile (Purnea to Patliputra ISBT (Patna (Bihar",https://www.redbus.in/bus-tickets/purnea-to-patna,"Raj Bus Services","A/C Seater / Sleeper (2+2)",22:45:00,"09h 00m",07:45:00,2.1,463.00,7
8787,"Purnea Bus Stand to DAK BUNGLOW",https://www.redbus.in/bus-tickets/purnea-to-patna,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)",20:45:00,"08h 30m",05:15:00,3.8,555.00,4
8788,"Purnea to Patna",https://www.redbus.in/bus-tickets/purnea-to-patna,"Maa Satyabhama Rath","A/C Seater / Sleeper (2+1)",21:00:00,"09h 00m",06:00:00,3.6,600.00,23
8789,"PURNIA ZERO MILE GULABBAGH to Gandhi Maidan",https://www.redbus.in/bus-tickets/purnea-to-patna,"Sri Krishna Tours and Travels","A/C Seater / Sleeper (2+2)",21:00:00,"08h 20m",05:20:00,3.3,599.00,1
8790,"Purnea GOVERNMENT BUS STAND to Ghandi Maidan.P",https://www.redbus.in/bus-tickets/purnea-to-patna,"Shatabdi Travels","A/C Seater / Sleeper (2+1)",19:30:00,"09h 00m",04:30:00,3.3,550.00,31
8791,"Purnia Bus Stand to Partiputra Bus Terminal ,ISBT (P",https://www.redbus.in/bus-tickets/purnea-to-patna,"Sadhvi Rath","A/C Seater / Sleeper (2+1)",19:36:00,"10h 00m",05:36:00,3.2,468.00,22
8792,"Bus Stand to Patliputra Bus Terminal",https://www.redbus.in/bus-tickets/purnea-to-patna,"Aarush Krrish","A/C Seater / Sleeper (2+1)",21:00:00,"08h 30m",05:30:00,3.2,540.00,48
8793,"Purnea Zero Mile to Patna Beriya Bus Stand",https://www.redbus.in/bus-tickets/purnea-to-patna,"Vivek Travels (yvts)","A/C Seater/Sleeper (2+1)",22:00:00,"07h 20m",05:20:00,2.8,700.00,16
8794,"Purnea to Patliputra Bairiya ISBT",https://www.redbus.in/bus-tickets/purnea-to-patna,"Sree Balaji Travels","A/C Seater / Sleeper (2+1)",19:30:00,"09h 00m",04:30:00,1,550.00,49
8795,"Purnea Bus Stand to Gandhi Maidan",https://www.redbus.in/bus-tickets/purnea-to-patna,"Meera Travels (Yvts)","A/C Seater / Sleeper (2+1)",20:15:00,"10h 00m",06:15:00,1.5,600.00,7
8796,"Purnea Bus Stand to Patna New ISBT Patna Shivam FGM",https://www.redbus.in/bus-tickets/purnea-to-patna,"Shivam Travels","NON A/C Seater / Sleeper (2+2)",20:30:00,"08h 30m",05:00:00,1.2,450.00,43
8797,"Purnea to Gandhi Maidan",https://www.redbus.in/bus-tickets/purnea-to-patna,"Shri Sai Krishna Luxury","A/C Seater / Sleeper (2+1)",20:00:00,"09h 30m",05:30:00,3.2,600.00,22
8798,"Purnia Bus stand(amrapali Hotel to BARAIYA ZERO MILE SINGH PETRO...",https://www.redbus.in/bus-tickets/purnea-to-patna,"Sameer Travels (GT)","A/C Seater / Sleeper (2+2)",23:40:00,"06h 50m",06:30:00,2.5,550.00,24
8799,"Gandhi Maidan to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"Bihar state road transport corporation (BSRTC) - 142847","AC Seater (2+2)",21:25:00,"07h 10m",04:35:00,3.6,468.00,33
8800,"GANDHI MAIDAN (MAA SHANTI OFFICE to Araria bus stand",https://www.redbus.in/bus-tickets/patna-to-araria,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)",21:25:00,"08h 05m",05:30:00,4.5,600.00,23
8801,"ADITYA VISION ,ZEROMILE PAHARI to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"Divya Rath","A/C Sleeper (2+1)",20:45:00,"08h 00m",04:45:00,4.3,618.00,7
8802,"Patliputra Bairiya ISBT to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"AITIANA CRUISELINERS","Bharat Benz A/C Seater /Sleeper (2+1)",20:20:00,"08h 10m",04:30:00,3.4,600.00,4
8803,"Gandhi Maidan to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"Hawa Hawai","A/C Seater / Sleeper (2+1)",20:00:00,"08h 00m",04:00:00,3.4,523.00,3
8804,"GANDHI MAIDAN (MAA SHANTI OFFICE to Araria bus stand",https://www.redbus.in/bus-tickets/patna-to-araria,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)",22:10:00,"07h 15m",05:25:00,2.4,650.00,18
8805,"Zero Mile to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"AITIANA CRUISELINERS","A/C Seater / Sleeper (2+1)",21:15:00,"08h 15m",05:30:00,4.2,500.00,11
8806,"Partiputra Bus Terminal ,ISBT (P to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"Sadhvi Rath","A/C Seater / Sleeper (2+1)",20:20:00,"08h 50m",05:10:00,3.2,495.00,34
8807,"Rajendra Nagar to Araria Bus Stand",https://www.redbus.in/bus-tickets/patna-to-araria,"Sri Krishna Tours and Travels","A/C Seater / Sleeper (2+2)",20:30:00,"08h 25m",04:55:00,3.3,600.00,42
8808,"Ghandi Maidan.P to Araria",https://www.redbus.in/bus-tickets/patna-to-araria,"Shatabdi Travels","A/C Seater / Sleeper (2+1)",20:20:00,"08h 00m",04:20:00,3.8,550.00,17
